feature	Anaerospora	RBG.13.54.9.Genus	Meiothermus	Deinococcus	WPS.2.Genus	KD4.96.Genus	Caldilineaceae.Genus	Lineage.IIb.Genus	SBR1031.Genus	JG30.KF.CM45.Genus	Candidatus.Obscuribacter	Obscuribacteraceae.Genus	Vampirovibrio	Vampirovibrionaceae.Genus	Frankiales.Genus	Nakamurella	Micromonospora	PeM15.Genus	Longivirga	Gordonia	Corynebacteriales.Genus	Nocardia	Nocardiaceae.Genus	Smaragdicoccus	Mycobacterium	Rhodococcus	Nocardioides	Marmoricola	Brevibacterium	Kineosporiaceae.Genus	Leucobacter	Agromyces	Glutamicibacter	Kocuria	IMCC26207	Microtrichales.Genus	Iamia	Acidimicrobiia.Genus	IMCC26256.Genus	Ilumatobacteraceae.Genus	Microtrichaceae.Genus	Gaiellales.Genus	X67.14.Genus	Conexibacter	Thermoleophilia.Genus	Gaiella	Clostridium.sensu.stricto.12	Clostridium.sensu.stricto.3	Clostridium.sensu.stricto.5	Clostridium.sensu.stricto.18	Clostridium.sensu.stricto.13	Clostridium.sensu.stricto.9	Acidaminobacter	Paraclostridium	Thermoactinomycetaceae.Genus	Peptostreptococcaceae.Genus	Peptostreptococcus	Amnipila	Geothermomicrobium	Lachnoclostridium	Cetobacterium	Brevibacillus	Enterococcus	Ligilactobacillus	Limosilactobacillus	Lactobacillus	Weissella	Streptococcus	Carnobacterium	Vagococcus	Staphylococcus	Bacillus	Geobacillus	Planococcaceae.Genus	Lysinibacillus	Exiguobacterium	Brochothrix	Holophagaceae.Genus	Kapabacteriales.Genus	Candidatus.Amoebophilus	Barnesiellaceae.Genus	Flavobacterium	Chryseobacterium	Cloacibacterium	NS9.marine.group.Genus	AKYH767.Genus	Sphingobacteriales.Genus	env.OPS.17.Genus	Fluviicola	Chitinophagales.Genus	Dinghuibacter	Chitinophagaceae.Genus	Sediminibacterium	Ferruginibacter	Terrimonas	Aurantisolimonas	Flavihumibacter	Saprospiraceae.Genus	Haliscomenobacter	Bacteroidia.Genus	Cytophagales.Genus	Cytophaga	Microscillaceae.Genus	Hassallia	Ohtaekwangia	OLB12	Flectobacillus	Runella	Fibrobacteraceae.Genus	Babeliales.Genus	Vermiphilaceae.Genus	Babeliaceae.Genus	BD7.11.Genus	Verrucomicrobiaceae.Genus	Pedosphaeraceae.Genus	DEV008	Chthoniobacter	Verrucomicrobiae.Genus	Brevifollis	Luteolibacter	Methanosarcina	Methanobacteriaceae.Genus	Opitutaceae.Genus	Saccharimonadales.Genus	TM7a	ZOR0006	Armatimonadota.Genus	Defluviicoccales.Genus	Candidatus.Alysiosphaera	A0839.Genus	Hirschia	SWB02	Polymorphobacter	Magnetospirillum	Novosphingobium	Sphingopyxis	Sphingorhabdus	Rhizorhapis	Blastomonas	Rhizobiaceae.Genus	alphaI.cluster	Alsobacter	Mesorhizobium	Mycoplana	Martelella	Pseudochrobactrum	Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Shinella	Hyphomicrobium	Pedomicrobium	Methyloligellaceae.Genus	Bauldia	Devosia	Alphaproteobacteria.Genus	Rhizobiales.Incertae.Sedis.Genus	Nordella	Xanthobacteraceae.Genus	Phreatobacter	Aminobacter	Paracoccus	Defluviimonas	Rhodobacteraceae.Genus	Tabrizicola	Gemmobacter	Pseudorhodobacter	Phenylobacterium	Caulobacter	Bosea	Beijerinckiaceae.Genus	Pseudorhodoplanes	Bradyrhizobium	Afipia	Fodinicurvataceae.Genus	Novispirillum	Elstera	Roseomonas	Rhodovarius	Rhodovastum	Rhodospirillales.Genus	Reyranella	Holosporaceae.Genus	Caedibacter	Oligoflexaceae.Genus	Candidatus.Megaira	Rickettsiaceae.Genus	Bacteriovoracaceae.Genus	Bdellovibrio	OM27.clade	X0319.6G20.Genus	Desulfobacterota.Genus	MBNT15.Genus	Sandaracinaceae.Genus	mle1.27.Genus	Haliangium	Anaeromyxobacter	Blfdi19.Genus	Pajaroellobacter	Phaselicystis	Aetherobacter	Polyangia.Genus	NB1.j.Genus	P3OB.42	SAR324.clade.Marine.group.B..Genus	Desulfobulbus	Candidatus.Berkiella	Candidatus.Competibacter	Ahniella	Stenotrophomonas	Luteimonas	Sulfurifustis	Chitinibacter	Chitinilyticum	Sutterellaceae.Genus	Rheinheimera	Undibacterium	Neisseriaceae.Genus	Leeia	Burkholderiales.Genus	AAP99	Azospira	Dechloromonas	Candidatus.Accumulibacter	Dechlorobacter	Zoogloea	Rhizobacter	Inhella	Comamonadaceae.Genus	Curvibacter	Hydrogenophaga	Ideonella	Rubrivivax	Aquabacterium	Paucibacter	Nitrosomonas	Crenobacter	Chitinivorax	TRA3.20.Genus	IS.44	SC.I.84.Genus	Sulfuritalea	A21b.Genus	Nitrosomonadaceae.Genus	Achromobacter	Cellvibrio	Shewanella	Vibrio	Aeromonas	Plesiomonas	Burkholderia.Caballeronia.Paraburkholderia	Citrobacter	Gammaproteobacteria.Genus	Pseudomonadales.Genus	Porticoccus	Pseudomonas	Diplorickettsiaceae.Genus	Coxiella	Aquicella	Candidatus.Ovatusbacter	Legionella	CCM19a.Genus	Ga0077536.Genus	Steroidobacter	Steroidobacteraceae.Genus	X.Agitococcus..lubricus.group	Acinetobacter	OM60.NOR5..clade	Turneriella	Gemmatimonadaceae.Genus	Vicinamibacteraceae.Genus	Subgroup.17.Genus	Chlamydiales.Genus	Neochlamydia	Parachlamydiaceae.Genus	Candidatus.Protochlamydia	Chlamydiaceae.Genus	Simkania	Simkaniaceae.Genus	Leptospirillum	Bryobacter	Paludibaculum.Genus	Nitrospira	SH3.11	Oikopleura	X11.24.Genus	JGI.0001001.H03	SM1A02	CL500.3	Planctomycetota.Genus	Pirellulaceae.Genus	Pir4.lineage	Planctomycetes.Genus	Pirellula	Rhodopirellula	Blastopirellula	Planctomycetales.Genus	SH.PL14	Schlesneriaceae.Genus	Schlesneria	Gemmataceae.Genus	Gemmata	Fimbriiglobus	Telmatocola	Tundrisphaera	Isosphaeraceae.Genus	OM190.Genus	vadinHA49.Genus
RTF060	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1435	7	3284	0	347	0	0	1053	0	0	0	0	0	38	0	0	0	109	172	56	0	0	0	0	13	26	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	23653	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1626	22	0	94	0	0	0	6	202	0	752	0	0	0	0	870	186	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	18	0	0	0	0	0	0	0	5098	0	0	0	0	0	0	0	0	0	0	0	0	0	54	10	0	0	52	0	0	0	0	0	0	0	0	0	0	305	0	0	780	0	0	35	0	98	2701	0	0	0	169	0	51	0	0	0	0	0	0	0	55	0	47	0	55	0	0	0	0	69	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	1599	0	156	0	0	0	0	0	0	0	0	0	9	0	3525	958	0	0	14	221	0	0	0	0	0	24	5	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	3	0	0	61	0	0	0	46	0	0	83	0	79	0	19	0	0	0
RTF062	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	866	25	8716	0	2234	471	0	3344	572	0	0	0	0	0	0	0	0	137	163	33	0	0	0	0	40	6	0	0	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0	10299	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	544	0	25	0	0	0	0	0	0	0	1622	0	0	0	0	60	73	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	53	53	0	0	0	0	0	0	0	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	15	0	0	0	0	563	0	0	176	0	0	8	0	146	3298	0	0	0	0	0	97	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1237	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	189	0	44	0	0	0	0	0	0	0	0	0	0	0	1452	4248	3	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	13	58	11	0	0	0	0	0	0	0	0	111	0	0	0	0	189	0	49	0	0	197	0	0	0	106	0	0	58	0	0	0	10	0	0	0
RTF063	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	886	12	2901	0	1297	289	0	1891	154	0	0	0	0	0	0	0	0	125	112	15	0	0	0	0	22	28	0	0	0	0	0	0	0	0	0	0	973	0	0	0	0	0	0	13972	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	873	0	27	12	0	0	0	0	0	0	1460	0	0	0	0	137	50	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	0	0	0	0	0	0	0	1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	13	0	0	0	0	432	0	0	130	0	0	21	0	122	2387	0	0	0	0	0	92	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	516	0	71	0	0	0	0	0	0	0	0	0	0	0	667	6241	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	130	0	0	0	0	77	0	38	0	0	185	0	0	0	12	0	0	0	0	0	0	0	0	0	0
RTF064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	30	3393	0	1445	320	0	2485	182	6	0	0	0	0	0	0	0	188	125	34	0	0	0	0	19	15	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	11233	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	843	0	5	4	0	0	0	0	0	0	586	0	0	0	0	30	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	36	2	0	0	0	0	411	0	0	108	0	0	26	0	142	2067	0	0	0	0	0	33	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	286	0	80	0	0	0	0	0	0	0	0	0	8	0	3440	6154	0	53	0	0	0	18	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	75	0	0	0	0	56	0	23	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF065	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	609	0	4971	0	1098	360	0	2184	125	0	0	0	0	0	0	0	0	72	54	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	13675	0	41	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	2105	0	43	5	0	0	0	0	0	0	598	0	0	0	0	66	28	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	16	31	0	0	0	0	0	0	0	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	104	0	0	0	0	94	1121	0	0	0	0	0	65	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	231	0	54	0	0	0	0	0	0	0	9	0	0	0	3557	5772	0	110	0	0	0	640	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	43	0	0	0	0	96	0	27	0	0	87	0	0	0	5	0	0	0	0	0	0	5	0	0	0
RTF066	0	0	0	0	0	0	0	0	0	0	8	45	0	0	0	0	0	1167	21	3415	0	381	108	30	1131	260	11	0	0	0	15	0	10	0	265	131	98	0	0	0	0	49	24	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	14164	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	346	0	0	5	0	0	0	249	263	0	1889	0	0	0	0	283	86	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	64	24	0	0	0	0	0	0	0	3704	0	0	0	0	0	0	0	0	0	0	0	0	0	33	90	0	0	0	0	0	0	0	84	0	0	0	0	0	803	0	0	293	0	0	36	0	122	1878	0	0	0	17	5	103	0	0	0	0	0	12	0	50	0	17	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	123	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	555	0	52	0	0	0	0	0	0	0	0	0	0	0	247	493	0	0	9	44	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	45	70	0	0	0	0	0	0	0	0	0	268	0	0	0	0	22	0	53	0	0	96	0	0	0	18	0	0	129	0	9	0	67	0	0	0
RTF067	0	0	0	0	0	0	0	0	0	3	0	55	0	0	0	0	0	1988	21	4694	0	808	327	0	1714	275	0	0	0	0	0	0	0	0	410	171	65	0	0	0	0	26	80	0	0	0	0	0	0	0	0	0	0	800	5	0	0	0	0	0	12423	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	1116	239	0	2456	0	0	0	0	398	212	0	0	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	120	13	0	0	0	0	0	3	0	1540	0	0	0	0	0	0	0	0	0	0	0	0	0	11	134	0	0	27	0	0	0	0	0	0	0	0	0	0	1169	0	0	335	0	0	34	0	284	2952	0	0	15	40	0	138	0	0	0	0	0	25	0	107	0	33	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	359	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	764	0	84	0	0	0	0	0	0	0	0	0	0	0	202	958	0	0	7	57	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	43	44	0	2	0	0	0	0	0	0	0	467	0	0	0	0	41	0	68	0	0	88	0	0	0	24	0	0	346	0	19	0	213	0	0	0
RTF068	0	0	0	0	0	0	0	0	0	8	0	57	0	0	0	0	0	2728	9	2966	0	477	136	15	1761	451	0	0	0	0	0	0	0	0	375	151	60	0	0	0	0	20	65	0	0	0	0	0	0	0	0	0	0	1263	0	0	0	0	0	0	17227	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	3	1342	0	0	0	0	0	0	745	541	0	2083	0	0	0	0	304	118	0	0	0	0	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	101	42	0	0	0	0	0	0	0	2542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	41	0	0	10	0	0	0	0	0	0	0	1084	0	0	205	0	0	13	0	124	2296	0	0	3	30	0	116	0	0	0	0	0	0	0	67	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	16	0	0	0	0	0	0	463	1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	609	0	99	0	0	0	0	0	0	0	0	0	0	0	169	1173	0	0	5	143	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	9	18	0	0	0	0	0	0	0	0	0	484	0	0	0	0	23	0	46	5	0	127	0	0	0	24	0	0	262	0	27	0	121	0	0	0
RTF069	0	0	0	0	0	4	0	0	0	0	7	51	0	0	0	0	0	1314	12	9150	0	1218	247	16	1762	271	0	0	0	0	15	0	0	0	274	116	29	0	0	0	0	16	64	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0	0	13041	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	353	244	0	1627	0	0	0	0	217	105	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	86	18	0	0	0	0	0	0	0	2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	32	0	0	11	0	10	0	0	0	0	0	915	0	0	191	0	0	36	0	155	2116	0	0	0	24	0	123	0	0	0	0	0	12	0	67	0	12	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	514	1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	710	0	80	0	0	0	0	0	0	0	0	0	0	0	916	1198	0	23	6	30	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	65	55	0	0	0	0	0	0	0	0	0	271	0	0	0	0	25	0	46	0	0	67	0	0	0	3	0	0	397	0	17	0	156	0	0	0
RTF070	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	2917	47	1783	0	310	55	15	1586	198	0	0	0	0	19	0	0	0	936	473	57	0	16	0	0	53	105	0	0	0	0	0	0	0	0	0	0	9472	0	0	0	0	0	0	10448	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	198	8	0	18	0	0	0	611	634	0	5166	0	0	0	0	609	336	0	0	0	95	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	342	2	0	0	0	0	0	3	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	8	143	0	0	0	0	0	0	0	10	6	0	0	0	0	2507	0	0	287	0	0	0	0	223	4599	0	0	14	29	0	266	0	0	0	0	0	41	0	58	0	39	0	0	135	0	0	0	93	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	18	1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	560	0	1018	0	0	0	0	0	0	0	0	31	0	0	65	844	0	0	3	42	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	18	61	8	0	0	0	0	0	0	0	0	761	0	0	0	0	53	0	138	26	0	214	0	0	0	27	0	0	625	0	16	0	663	0	4	0
RTF071	0	0	0	0	0	0	0	0	0	0	43	6	0	0	0	0	0	1217	16	514	0	2049	0	0	12096	49	11	0	0	0	0	0	0	0	202	32	72	0	0	0	0	7	18	0	0	0	0	0	0	0	0	0	0	813	7	0	0	0	0	0	11983	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	683	67	24	54	0	0	0	1147	146	0	1247	0	0	0	0	599	173	0	0	8	0	8	59	0	0	0	0	0	0	0	0	0	0	0	0	0	147	14	0	0	0	0	0	0	0	7069	0	0	0	0	0	0	0	0	0	0	0	0	0	618	42	0	0	247	0	0	91	103	5	71	0	0	0	0	1796	0	97	1597	0	0	101	0	186	2785	60	0	0	156	21	50	0	0	0	0	0	8	0	73	0	17	0	0	25	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	231	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	1514	0	178	0	0	0	0	0	0	0	0	0	0	0	993	539	0	12	230	150	0	0	0	0	0	3	312	0	0	0	0	0	0	0	0	0	0	0	156	77	14	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	22	9	0	130	0	0	0	197	0	0	518	0	6	0	189	0	0	0
RTF072	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	2629	16	537	0	1364	0	0	6192	0	0	0	3	0	0	0	41	0	264	57	35	0	0	0	0	10	42	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	10365	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	1898	79	0	16	0	0	0	2502	312	0	1360	0	0	0	0	629	167	0	0	0	9	9	102	0	0	0	0	0	0	0	0	0	0	0	0	0	289	14	0	0	0	0	0	0	0	2854	0	0	0	0	0	0	0	0	0	0	0	0	0	289	72	0	0	215	0	0	0	25	9	13	0	0	0	0	1802	0	56	829	0	0	111	0	181	2997	0	0	4	90	6	66	0	0	0	0	0	0	0	119	0	37	0	0	49	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	356	1130	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	201	0	1439	0	183	0	0	0	0	0	0	0	0	0	11	0	1222	634	0	14	142	272	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	65	50	10	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	38	13	0	118	0	0	0	275	0	0	597	0	0	0	134	0	0	0
RTF073	0	0	0	0	0	3	0	0	0	0	34	0	0	0	0	0	0	1053	8	294	0	737	0	0	4920	0	0	0	0	0	6	0	0	0	99	56	36	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	9958	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	4	274	39	0	5	0	0	0	1095	57	0	645	0	0	0	0	447	101	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3	0	0	0	0	0	5	0	2284	0	0	0	0	0	0	0	0	0	0	0	0	0	169	18	0	0	119	0	0	0	0	0	7	0	0	0	0	1162	0	50	595	0	0	70	0	100	1894	0	0	0	52	0	28	0	0	0	0	0	3	0	45	0	9	0	0	35	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	221	575	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	88	0	926	0	113	0	0	0	0	0	0	0	0	0	0	0	898	436	0	0	110	120	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	67	28	0	4	0	0	0	0	0	0	0	228	0	0	0	0	0	0	16	0	0	76	0	0	0	164	0	0	438	0	4	0	48	0	0	0
RTF074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720	11	295	0	935	0	0	6412	0	0	0	3	0	9	0	0	0	178	42	49	0	0	0	0	10	29	0	0	0	0	0	0	0	0	0	0	434	2	0	0	0	0	0	8487	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	137	64	0	34	0	0	0	1390	117	0	1054	0	0	0	0	720	141	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	0	0	0	0	133	25	0	0	126	0	0	0	0	0	10	0	0	0	0	1225	0	0	533	0	0	46	0	119	2512	0	0	0	93	11	16	0	0	0	0	0	0	0	75	0	10	0	0	35	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	1214	0	70	0	0	0	0	0	0	0	0	0	0	0	486	330	0	0	35	95	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	58	30	0	7	0	0	0	0	0	0	0	294	0	0	0	0	0	0	32	20	0	106	0	0	0	205	0	0	567	0	0	0	58	0	0	0
RTF076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	51	214	0	605	30	0	4880	175	0	0	0	0	50	0	0	0	1489	139	158	41	14	0	0	40	56	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	3353	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	107	67	0	101	0	0	0	0	246	0	2256	0	0	0	0	546	340	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	5	0	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	14	118	0	0	0	0	0	0	0	0	9	0	0	0	0	2862	0	0	475	0	0	29	0	576	1897	0	0	29	189	0	82	0	0	0	0	0	41	0	168	0	34	0	0	0	0	0	0	2	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1705	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	572	0	1048	0	41	0	0	0	0	0	0	0	0	0	0	0	76	59	0	0	15	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	10	0	9	0	0	0	0	0	0	295	0	0	0	0	0	0	153	13	0	194	0	0	0	175	0	0	3436	0	8	0	44	0	0	0
RTF078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851	0	219	0	270	0	0	2883	160	0	0	0	0	0	0	0	0	166	11	28	0	0	0	0	11	18	0	0	0	0	0	0	0	0	0	0	626	0	0	0	0	0	0	18069	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	3359	240	0	6	0	0	0	0	27	0	525	0	0	0	0	67	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	3764	0	0	0	0	0	0	0	0	0	0	0	0	0	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	658	0	8	112	0	0	0	0	81	530	0	0	0	42	15	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	425	0	420	0	0	0	0	0	0	0	0	0	70	0	4494	1569	0	0	15	59	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	28	0	0	14	0	0	0	20	0	0	636	0	0	0	12	0	0	0
RTF079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1689	0	375	0	338	0	0	5164	261	4	0	0	0	0	0	0	0	213	11	36	0	0	0	0	8	19	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	17975	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	1720	337	0	22	0	0	0	0	178	0	782	0	0	0	0	118	129	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	5	0	1853	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	930	0	9	102	0	0	15	0	133	845	6	0	9	58	0	21	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	1355	0	663	0	0	0	0	0	0	0	0	0	79	0	1722	1220	0	0	27	273	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	3	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	86	7	0	43	0	0	0	33	0	0	1279	0	0	0	36	0	0	0
