feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Pseudomonadales.Genus	Temperature	35	-5.80413744624883	0.31158164378975	260	147	2.74570577288117e-49	5.88130176551146e-46
Flavobacterium	Temperature	35	-5.45587346292582	0.317708331579377	260	88	2.71505171267898e-44	2.90782038427919e-41
Barnesiellaceae.Genus	DPE	DPE	-0.19725829776395	0.0125373473801702	260	150	2.55442555293766e-39	1.82385984479749e-36
Bosea	DPE	DPE	-0.10508826113729	0.00699083020107798	260	125	6.81675903128009e-37	3.65037446125049e-34
Obscuribacteraceae.Genus	DPE	DPE	0.145255617455295	0.00972842053043176	260	167	1.52585057640078e-36	6.53674386930096e-34
Planctomycetales.Genus	Treatment	Exposed	4.56640266994332	0.30646771394698	260	79	1.95190636409958e-36	6.96830571983549e-34
Nocardiaceae.Genus	Temperature	35	4.35537049385861	0.298499188252925	260	183	2.2816392382805e-35	6.98181606913833e-33
Flavobacterium	Temperature	32	-4.4342329127754	0.306516371155155	260	88	6.12642333469113e-35	1.64034984786355e-32
Nordella	Cluster	Low	-3.44264087627025	0.262267030685114	260	24	2.41628934966373e-30	5.75076865219968e-28
Chitinibacter	Treatment	Exposed	3.23058058047644	0.249376237280234	260	69	9.27966215745909e-30	1.98770363412774e-27
Rhodovastum	Temperature	35	-4.37728927243486	0.340534029644755	260	175	2.034725645209e-29	3.96216575639789e-27
Gemmata	Treatment	Exposed	2.49439686024069	0.197433292147976	260	67	1.13140762113464e-28	2.01956260372533e-26
Desulfobacterota.Genus	Cluster	Low	-4.10556970401381	0.325458609342058	260	31	1.31579420463492e-28	2.16802398948308e-26
Gemmatimonadaceae.Genus	Cluster	Low	-5.15108400908989	0.40944742007757	260	33	1.7160292654643e-28	2.62552477616037e-26
Cloacibacterium	DPE	DPE	-0.107261182613483	0.00857174577995184	260	100	2.89348746282441e-28	4.13190009691325e-26
Steroidobacteraceae.Genus	Treatment	Exposed	2.97843046125548	0.238419844616034	260	64	3.40501335924471e-28	4.55846163468885e-26
JG30.KF.CM45.Genus	Treatment	Exposed	4.33244256835558	0.351882292020295	260	119	1.37598062371355e-27	1.63741694221913e-25
Nocardiaceae.Genus	DPE	DPE	0.102591163574881	0.00833120961488974	260	183	1.35605544817346e-27	1.63741694221913e-25
Saccharimonadales.Genus	Treatment	Exposed	4.47802206617359	0.368619425103656	260	119	4.88831317704827e-27	5.51092990801968e-25
Alphaproteobacteria.Genus	Treatment	Exposed	1.8805276432449	0.156278153950521	260	61	1.18436187713537e-26	1.26845157041198e-24
Planctomycetes.Genus	Treatment	Exposed	2.87242536093473	0.23886570359739	260	77	1.25891770593665e-26	1.28409606005538e-24
NB1.j.Genus	Treatment	Exposed	2.00559912324606	0.169372645657233	260	58	5.16705955337958e-26	5.03083707424503e-24
Clostridium.sensu.stricto.3	Treatment	Exposed	2.79824951500119	0.237595639416184	260	68	8.43256792032693e-26	7.85328716753926e-24
Microscillaceae.Genus	DPE	DPE	0.143597175572568	0.0122047962800789	260	221	9.22381949856617e-26	8.2322589024703e-24
Beijerinckiaceae.Genus	DPE	DPE	0.0855232839805555	0.00735948776219669	260	120	2.78649926155115e-25	2.38747256729702e-23
Telmatocola	Treatment	Exposed	2.98220499206493	0.258235106361494	260	72	4.83616553690249e-25	3.98425637694044e-23
PeM15.Genus	Treatment	Exposed	-3.77653690304183	0.331820468124015	260	229	1.71993403004265e-24	1.31574953298263e-22
Plesiomonas	Temperature	35	3.35053256369272	0.294298970576701	260	237	1.67460342852635e-24	1.31574953298263e-22
JG30.KF.CM45.Genus	DPE	DPE	0.127521701794781	0.0112383650563245	260	119	2.22935273835857e-24	1.64664605709106e-22
Steroidobacteraceae.Genus	Cluster	Low	-7.09132515015419	0.625442716516191	260	64	2.38479907219661e-24	1.70274653754838e-22
Gammaproteobacteria.Genus	Temperature	35	-3.92775485445106	0.349278814223839	260	167	4.80648196918273e-24	3.32112399289981e-22
Oikopleura	Cluster	Low	-5.90175425139071	0.525676024015867	260	38	5.52000012996188e-24	3.69495008699323e-22
A0839.Genus	Cluster	Low	-4.22371707910582	0.388230152122794	260	32	7.49092386722382e-23	4.8622905829071e-21
Nordella	Pathology.Results	positive	3.38911688954809	0.315966458066223	260	24	2.34406546540446e-22	1.47676124320481e-20
